669180,669085,455.76723,21532,21532,1,'Motorvej E47',0,0,0,0,'','','','',7648,7648,4930,4930,363,9999,1,'E47',0,0,110,0.286,'tf','','',0,'',1095436
669062,669153,392.87293,21534,21534,1,'Motorvej E47',0,0,0,0,'','','','',7648,7648,4930,4930,363,9999,1,'E47',0,0,110,0.246,'tf','','',0,'',1095434
671288,669180,3689.89678,22004,22004,1,'Motorvej E47',0,0,0,0,'','','','',7648,7648,4930,4930,363,9999,1,'E47',0,0,110,2.315,'tf','','',0,'',1095014
669153,671290,3840.12508,22005,22005,1,'Motorvej E47',0,0,0,0,'','','','',7648,7648,4930,4930,363,9999,1,'E47',0,0,110,2.409,'tf','','',0,'',1095054
662169,662468,485.43621,22480,22480,1,'Motorvej E47',0,0,0,0,'','','','',7575,7575,4863,4863,375,8040,1,'E47',0,0,110,0.305,'ft','','',0,'',1105536
662468,662180,479.36812,22481,22481,1,'Motorvej E47',0,0,0,0,'','','','',7575,7575,4863,4863,375,8040,1,'E47',0,0,110,0.301,'ft','','',0,'',1105699
661659,662169,929.95640,22492,22492,1,'Motorvej E47',0,0,0,0,'','','','',7576,7576,4863,4863,375,8040,1,'E47',0,0,110,0.583,'ft','','',0,'',1105564
661486,662180,1342.96764,22509,22509,1,'Motorvej E47',0,0,0,0,'','','','',7575,7575,4863,4863,375,8040,1,'E47',0,0,110,0.842,'tf','','',0,'',1105530
671288,672007,2643.31330,22931,22931,1,'Motorvej E47',0,0,0,0,'','','','',7649,7649,4930,4930,363,9999,1,'E47',0,0,110,1.658,'ft','','',0,'',1095034
672014,671290,2664.98129,22932,22932,1,'Motorvej E47',0,0,0,0,'','','','',7649,7649,4930,4930,363,9999,1,'E47',0,0,110,1.672,'ft','','',0,'',1095462
668591,668588,56.91353,24546,24546,1,'Motorvej E47/9',0,0,0,0,'','','','',7644,7644,4930,4930,387,8420,1,'E47/9',0,0,110,0.036,'tf','','',0,'10/12/01',1111644
668680,669062,1654.42032,24599,24599,1,'Motorvej E47/9',0,0,0,0,'','','','',7648,7648,4930,4930,363,9999,1,'E47/9',0,0,110,1.038,'tf','','',0,'',1095011
669085,668671,1748.95165,24600,24600,1,'Motorvej E47/9',0,0,0,0,'','','','',7648,7648,4930,4930,363,9999,1,'E47/9',0,0,110,1.097,'tf','','',0,'',1095435
668299,668586,1589.37076,24611,24611,1,'Motorvej E47/9',0,0,0,0,'','','','',7644,7644,4990,4990,387,8420,1,'E47/9',0,0,110,0.997,'tf','','',0,'',1111272
668588,668305,1520.70923,24612,24612,1,'Motorvej E47/9',0,0,0,0,'','','','',7645,7645,4930,4930,387,8420,1,'E47/9',0,0,110,0.954,'tf','','',0,'10/12/01',1111274
668305,668680,2507.91184,24614,24614,1,'Motorvej E47/9',0,0,0,0,'','','','',7646,7646,4930,4930,363,9999,1,'E47/9',0,0,110,1.573,'tf','','',0,'',1094986
668671,668299,2511.55576,24615,24615,1,'Motorvej E47/9',0,0,0,0,'','','','',7646,7646,4930,4930,363,9999,1,'E47/9',0,0,110,1.575,'tf','','',0,'',1095404
668586,668525,833.22323,24663,24663,1,'Motorvej E47/9',0,0,0,0,'','','','',7644,7644,4990,4990,387,8420,1,'E47/9',0,0,110,0.523,'tf','','',0,'',1111637
668532,668591,842.13990,24664,24664,1,'Motorvej E47/9',0,0,0,0,'','','','',7644,7644,4930,4930,387,8420,1,'E47/9',0,0,110,0.528,'tf','','',0,'10/12/01',1111636
631478,631453,29.10469,27424,27424,1,'Motorvej E47/E55',0,0,0,0,'','','','',7477,7477,4750,4750,397,9900,1,'E47/E55',0,0,110,0.018,'tf','','',0,'10/12/01',1118821
631451,631476,28.16153,27425,27425,1,'Motorvej E47/E55',0,0,0,0,'','','','',7477,7477,4750,4750,397,9900,1,'E47/E55',0,0,110,0.018,'tf','','',0,'10/12/01',1118822
628975,628734,215.33077,27495,27495,1,'Motorvej E47/E55',0,0,0,0,'','','','',7474,7474,4750,4750,377,8040,1,'E47/E55',0,0,110,0.135,'tf','','',0,'10/12/01',1107198
628734,628251,565.62851,27501,27501,1,'Motorvej E47/E55',0,0,0,0,'','','','',7474,7474,4750,4750,377,8040,1,'E47/E55',0,0,110,0.355,'tf','','',0,'10/12/01',1107197
628123,628251,128.10419,27556,27556,1,'Motorvej E47/E55',0,0,0,0,'','','','',7474,7474,4750,4750,377,8040,1,'E47/E55',0,0,110,0.080,'ft','','',0,'10/12/01',1107492
628499,627925,772.86476,27560,27560,1,'Motorvej E47/E55',0,0,0,0,'','','','',7474,7474,4750,4750,377,8040,1,'E47/E55',0,0,110,0.485,'ft','','',0,'10/12/01',1107096
627925,627625,477.05721,27569,27569,1,'Motorvej E47/E55',0,0,0,0,'','','','',7474,7474,4750,4750,377,8040,1,'E47/E55',0,0,110,0.299,'ft','','',0,'10/12/01',1107488
627625,626895,862.06177,27570,27570,1,'Motorvej E47/E55',0,0,0,0,'','','','',7474,7474,4750,4750,353,680,1,'E47/E55',0,0,110,0.541,'ft','','',0,'10/12/01',1091810
626886,627613,859.34357,27571,27571,1,'Motorvej E47/E55',0,0,0,0,'','','','',7474,7474,4750,4750,353,680,1,'E47/E55',0,0,110,0.539,'ft','','',0,'10/12/01',1091817
627613,628123,834.17966,27573,27573,1,'Motorvej E47/E55',0,0,0,0,'','','','',7474,7474,4750,4750,377,8040,1,'E47/E55',0,0,110,0.523,'ft','','',0,'10/12/01',1107491
634572,634287,382.81216,28536,28536,1,'Motorvej E47/E55',0,0,0,0,'','','','',7477,7477,4750,4750,397,9900,1,'E47/E55',0,0,110,0.240,'ft','','',0,'10/12/01',1118604
634555,634577,49.97393,28537,28537,1,'Motorvej E47/E55',0,0,0,0,'','','','',7477,7477,4750,4750,397,9900,1,'E47/E55',0,0,110,0.031,'ft','','',0,'10/12/01',1119908
639519,634572,4390.06725,28573,28573,1,'Motorvej E47/E55',0,0,0,0,'','','','',7478,7478,4760,4760,397,9900,1,'E47/E55',0,0,110,2.754,'ft','','',0,'10/12/01',1118174
639566,634577,4411.13237,28574,28574,1,'Motorvej E47/E55',0,0,0,0,'','','','',7478,7478,4760,4760,397,9900,1,'E47/E55',0,0,110,2.767,'tf','','',0,'10/12/01',1118175
633774,633518,257.62760,28594,28594,1,'Motorvej E47/E55',0,0,0,0,'','','','',7477,7477,4750,4750,397,9900,1,'E47/E55',0,0,110,0.162,'tf','','',0,'10/12/01',1118746
633725,633397,412.55079,28598,28598,1,'Motorvej E47/E55',0,0,0,0,'','','','',7477,7477,4750,4750,397,9900,1,'E47/E55',0,0,110,0.259,'ft','','',0,'10/12/01',1120131
634287,633725,639.77457,28611,28611,1,'Motorvej E47/E55',0,0,0,0,'','','','',7477,7477,4750,4750,397,9900,1,'E47/E55',0,0,110,0.401,'ft','','',0,'10/12/01',1118749
633774,634555,948.14069,28620,28620,1,'Motorvej E47/E55',0,0,0,0,'','','','',7477,7477,4750,4750,397,9900,1,'E47/E55',0,0,110,0.595,'ft','','',0,'10/12/01',1118770
633397,631476,3090.76587,28627,28627,1,'Motorvej E47/E55',0,0,0,0,'','','','',7477,7477,4750,4750,397,9900,1,'E47/E55',0,0,110,1.939,'ft','','',0,'10/12/01',1120132
633518,631478,3279.15954,28628,28628,1,'Motorvej E47/E55',0,0,0,0,'','','','',7477,7477,4750,4750,397,9900,1,'E47/E55',0,0,110,2.057,'tf','','',0,'10/12/01',1119896
631453,628975,1998.35745,30214,30214,1,'Motorvej E47/E55',0,0,0,0,'','','','',7474,7474,4750,4750,377,8040,1,'E47/E55',0,0,110,1.254,'tf','','',0,'10/12/01',1106956
631451,628499,2479.79967,30215,30215,1,'Motorvej E47/E55',0,0,0,0,'','','','',7474,7474,4750,4750,377,8040,1,'E47/E55',0,0,110,1.556,'ft','','',0,'10/12/01',1107122
652987,654841,1576.31568,30468,30468,1,'Motorvej E47/E55',0,0,0,0,'','','','',7611,7611,4840,4840,375,8040,1,'E47/E55',0,0,110,0.989,'ft','','',0,'10/12/01',1106242
654649,650738,4828.01245,30658,30658,1,'Motorvej E47/E55',0,0,0,0,'','','','',7611,7611,4840,4840,375,8040,1,'E47/E55',0,0,110,3.028,'ft','','',0,'10/12/01',1106241
650457,650738,635.04429,30659,30659,1,'Motorvej E47/E55',0,0,0,0,'','','','',7611,7611,4840,4840,375,8040,1,'E47/E55',0,0,110,0.398,'','','',0,'10/12/01',1106150
650695,650454,522.02881,30660,30660,1,'Motorvej E47/E55',0,0,0,0,'','','','',7611,7611,4840,4840,375,8040,1,'E47/E55',0,0,110,0.327,'','','',0,'10/12/01',1106154
652987,650695,3505.83007,30663,30663,1,'Motorvej E47/E55',0,0,0,0,'','','','',7611,7611,4840,4840,375,8040,1,'E47/E55',0,0,110,2.199,'tf','','',0,'10/12/01',1106258
649931,650457,1084.46270,30666,30666,1,'Motorvej E47/E55',0,0,0,0,'','','','',7521,7521,4793,4793,365,9900,1,'E47/E55',0,0,110,0.680,'tf','','',0,'10/12/01',1097535
656709,657275,327.35248,30762,30762,1,'Motorvej E47/E55',0,0,0,0,'','','','',7611,7611,4840,4840,375,8040,1,'E47/E55',0,0,110,0.205,'','','',0,'10/12/01',1105260
656507,657369,493.57476,30763,30763,1,'Motorvej E47/E55',0,0,0,0,'','','','',7611,7611,4840,4840,375,8040,1,'E47/E55',0,0,110,0.310,'tf','','',0,'10/12/01',1105257
654649,656507,1208.84928,30783,30783,1,'Motorvej E47/E55',0,0,0,0,'','','','',7611,7611,4840,4840,375,8040,1,'E47/E55',0,0,110,0.758,'','','',0,'10/12/01',1105217
654841,656709,1179.72849,30784,30784,1,'Motorvej E47/E55',0,0,0,0,'','','','',7611,7611,4840,4840,375,8040,1,'E47/E55',0,0,110,0.740,'ft','','',0,'10/12/01',1106315
657369,660522,2772.00919,30848,30848,1,'Motorvej E47/E55',0,0,0,0,'','','','',7609,7609,4863,4863,375,8040,1,'E47/E55',0,0,110,1.739,'tf','','',0,'',1105410
660520,657275,2829.36631,30849,30849,1,'Motorvej E47/E55',0,0,0,0,'','','','',7609,7609,4863,4863,375,8040,1,'E47/E55',0,0,110,1.775,'tf','','',0,'',1105655
660522,661486,1732.48269,31215,31215,1,'Motorvej E47/E55',0,0,0,0,'','','','',7575,7575,4863,4863,375,8040,1,'E47/E55',0,0,110,1.087,'tf','','',0,'',1105648
660520,661659,2131.61161,31225,31225,1,'Motorvej E47/E55',0,0,0,0,'','','','',7575,7575,4863,4863,375,8040,1,'E47/E55',0,0,110,1.337,'ft','','',0,'',1105647
626895,626362,652.66125,31228,31228,1,'Motorvej E47/E55',0,0,0,0,'','','','',7474,7474,4750,4750,377,8040,1,'E47/E55',0,0,110,0.409,'ft','','',0,'10/12/01',1106401
